time,x,y,z,pitch,yaw,roll,speed
0.0,0.001022566784671795,0.0008604906427514827,0.3158820850601504,90.02034359601048,0.020741046686328247,-0.008154057088337658,0.0
0.041666666666666664,0.001394048842886456,0.0005994728130632271,0.22412228477551704,90.76457430911512,0.4322703336044786,0.04844221592634435,0.008915569397151869
0.08333333333333333,-0.0048004934173768,-0.00441269426746927,0.16400577442760153,92.66391074918423,-2.1361389360159504,-0.6089708664166691,-0.14866901424631815
0.125,-0.010532497593518193,-0.0041468682426389365,0.17444837501216398,91.22830984697244,-2.5084989314131017,-1.177741356833542,-0.13756810022739344
0.16666666666666666,-0.0148906963649422,-0.0018595935076902812,0.17216534362232014,88.47435945325651,-2.559881372703192,-1.87748362929444,-0.10459677051417617
0.20833333333333334,-0.018942080301026905,-0.003275582706270152,0.16765040860926628,89.03054355500322,-2.6970042979101168,-2.1351582690210256,-0.09723321446603292
0.25,-0.015767719948080534,-0.007412858649942026,0.16373412719443095,90.44788657908269,-0.35904020906242057,-2.5188391684535723,0.0761846484707129
0.2916666666666667,-0.011767920946507013,-0.009704927834689285,0.1624259516255347,91.01595452662237,0.5212539611802057,-2.644437897733657,0.0959951760377645
0.3333333333333333,-0.007681852401948983,-0.009930426586884167,0.16346650941585195,91.03589754792667,0.4742355616858308,-2.785729981169128,0.09806564506939272
0.375,0.0006281999516357573,-0.011370725789318286,0.1643875456064831,91.4025122723942,0.4899116440127869,-2.823119880445637,0.19944125648603375
0.4166666666666667,0.011555779312325182,-0.011766815048351727,0.16467219627081814,91.35824569308123,0.39037570149378836,-2.8090572214345855,0.2622619046565462
0.4583333333333333,0.022895380425448125,-0.011855442202887813,0.16434982301612214,91.20340143628691,0.5173589134255087,-2.7240163661796766,0.27215042671495066
0.5,0.03449178589812513,-0.011764020717479852,0.1641277380553295,90.94054540711367,0.6814767020681727,-2.6079124314713154,0.2783137313442481
0.5416666666666666,0.04514614505707039,-0.01097526594616739,0.16351287558994837,90.4260451968922,1.3672664596211908,-2.4894242149152532,0.2557046198146863
0.5833333333333334,0.05099851090070971,-0.013991990414777854,0.16453968035733707,91.95417754245982,0.19157606978485947,-2.7031794100101267,0.14045678024734376
0.625,0.05284102793820719,-0.018328277389517998,0.16711587602762706,93.30478554084931,-0.5584876738648787,-2.946891539880779,0.0442204088999395
0.6666666666666666,0.057231746276890254,-0.01927340056692888,0.16986422188873795,93.45184487855946,-1.2809061665077122,-2.8550695516985725,0.1053772401283935
0.7083333333333334,0.06334043530546929,-0.017771806332697957,0.17142555864003325,92.85966938618209,-1.8525867307946204,-2.4418106788750547,0.14660853668589685
0.75,0.07024170177095813,-0.015093202641817098,0.17122516264753768,91.99390874122369,-2.4047430979861586,-1.9652781899023954,0.16563039517173228
0.7916666666666666,0.07801000176746103,-0.01082541627098038,0.16962835303697898,90.67445582967378,-2.5673510074365,-1.4167634493702663,0.1864391999160696
0.8333333333333334,0.08595629451333492,-0.006226592178501163,0.16686790167302074,89.40753925516093,-2.2830948299144036,-0.8241811730999123,0.19071102590097322
0.875,0.09634208467455554,-0.006393283203225357,0.163101891445716,90.2211159999433,-0.18651153614672714,0.005255511192210661,0.24925896386929502
0.9166666666666666,0.10575178599849189,-0.008232589109146695,0.16258059798125968,90.83445472472096,0.6511138952438731,-0.08362723862683474,0.22583283177447222
0.9583333333333334,0.11457823044661285,-0.009358642304539713,0.16334637502514116,91.06885692413886,0.5255063126364785,-0.4275090428845328,0.21183466675490303
