Duration (s),Mean Speed (m/s),Std Speed (m/s),Mean Time (s),Std Time (s)
1.25,0.27378529018884695,0.0,37.177639961242676,0.0
2.5,0.10597451431981716,0.0,42.31603789329529,0.0
5.0,0.20755244423230407,0.0,59.92597031593323,0.0
10.0,0.10784317110811144,0.0,104.93533778190613,0.0
20.0,0.20471679772405477,0.0,181.40476393699646,0.0
